ident,             JDTDB,                      X,                      Y,                      Z,              VX (km/s),              VY (km/s),              VZ (km/s),             mass (kg),          radius (km),  color1,   color2,    color3,
      Moon, 2521421.9842665656, -146221930.18216518, -73058804.30098477, 535503.4525721472, 18.959129465256755, -23.510008737094484, -0.024882708448757413, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2521421.9842665656, -121007765.02812277, -185832468.1576463, -1533143.1931819206, 22.974196667623538, -7.893900874547816, -0.7247730933356983, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2521421.9842665656, 120079744.66733003, 767036744.490911, -5960232.04946819, -12.975012053860224, 3.1596766403591734, 0.27549654907317667, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2521421.9842665656, -1061450548.6294252, -1036461996.7743653, 60016901.80535565, 6.380000632199652, -6.768102413871478, -0.1380456126788526, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2521421.9842665656, 1871834121.6536307, 2259498921.479224, -15766919.652995141, -5.245019319073677, 4.084554511058557, 0.08268711242092774, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2521421.9842665656, 4437193081.67472, 205578824.865871, -106251167.93178889, -0.26261016104119966, 5.463203100622705, -0.106543524162234, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2521421.9842665656, -3238345369.928711, 4889563062.954827, 414028724.4343631, -2.997554340321939, -3.5431796283287658, 1.2612132818486492, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2521421.9842665656, -80149505.70093682, 149551687.79086334, 14405570.637701241, -32.04480596539146, -8.623956097914421, -0.9266104205364435, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 232269088.3244748

       Sun, 2521817.366213956, -27812985.25249043, 20521228.791636463, 527380.4611283882, -0.0015053106786538889, 0.006729399431036899, 2.68237025032774e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2521817.366213956, -51755412.086082496, -44797470.144367285, -2634428.5575037347, 35.95018376083474, -14.38031945220999, -4.462763465318733, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2521817.366213956, -35843355.094299495, 127844122.22475594, 2506345.1265752898, -35.039715043266334, -2.7848947386668375, 1.9786906448242472, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2521817.366213956, -86432063.34087355, -119299093.44906272, 581137.9117218053, 26.997940781726196, -11.627223214972062, 0.00270966520060759, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2521817.366213956, -86414278.11731862, -118918719.44147988, 614608.1380332911, 25.970848997702994, -11.522995202409554, 0.012766336775624778, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2521817.366213956, -116637325.32625167, 245432481.9166764, 7409862.327600876, -21.639230192532448, -6.8234598661734, 0.38301540026383135, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2521817.366213956, -323238609.91481483, 744927773.258839, 4009063.3996669515, -12.256365839692045, -4.3147583407907515, 0.29146352138037135, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2521817.366213956, -820790342.1691668, -1240874019.8047016, 53932417.63893779, 7.649278599861615, -5.158467158339331, -0.2164700000369569, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2521817.366213956, 1687010962.9445462, 2392015788.53459, -12895123.382146116, -5.570675585716304, 3.669170510796446, 0.08536425137171122, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2521817.366213956, 4424350411.1047, 391992994.17657435, -109797091.88377617, -0.48919056351696144, 5.449076431128859, -0.10102670370774916, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2521817.366213956, -3339477700.3491983, 4766638967.270807, 456945927.43173325, -2.922716047076097, -3.653493518755107, 1.2512302166442757, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2521817.366213956, 27273738.019771, 141854066.83815774, 13559717.693619018, -31.58142303117856, 13.813508727193176, 1.4828896933859723, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 285128787.3151994

       Sun, 2521960.907881692, -27836381.68176238, 20609582.743527953, 527873.7456324913, -0.0021707986537787384, 0.007428385963190693, 4.8028942501535125e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2521960.907881692, -60109581.132005, 57570137.08550549, 6503194.155610871, -46.57403820937039, -30.09328936826487, 1.789754162491699, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2521960.907881692, 60733374.26591577, -42453774.42392602, -5464573.7432931475, 20.106280327658226, 28.399768765020344, -0.7569619427638825, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2521960.907881692, 106376683.43359423, 85337992.23306385, 497042.29896489857, -13.424305604500852, 26.7406245218708, -0.00791970874349898, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2521960.907881692, 105971889.09658322, 85374844.38147137, 496367.3345133683, -13.5180193712026, 25.780341045035073, -0.0957799499446339, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2521960.907881692, -274803207.44449216, 41424660.94135008, 6972447.783782348, -1.1518276955569875, -22.056714870830483, -0.43522567905477316, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2521960.907881692, -467965795.28177893, 676551680.0128541, 7525317.705027658, -11.007354113614413, -6.661633011330253, 0.2736839341396942, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2521960.907881692, -723585304.1943647, -1300908578.1791825, 51086452.88473525, 8.017946768401309, -4.518789398120036, -0.24221599112761374, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2521960.907881692, 1617233115.438438, 2436547191.6199875, -11831101.885031058, -5.681295453600298, 3.511582206969259, 0.08621324472538645, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2521960.907881692, 4417774178.232794, 459527387.0023556, -111037350.54704101, -0.5712975597005943, 5.4416036494371935, -0.09897902476630344, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2521960.907881692, -3375551203.970549, 4721080643.483938, 472439515.70165193, -2.8945672534560107, -3.6934232780269034, 1.2473059638691826, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2521960.907881692, -198635544.8053714, -56279614.67336079, -7731644.070797528, 6.456582964448469, -23.971620097942573, -2.575506057806618, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2522213.59306876, -27899815.002591897, 20788952.367508646, 529271.5733779572, -0.003801127607295794, 0.0086194553911008, 8.017528835951843e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2522213.59306876, -6909327.384414159, 61982947.164710626, 1985207.5764533426, -53.12269506273024, 24.04781714086633, 6.821618831324866, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2522213.59306876, 79176114.01116043, 37772269.24788788, -5397647.789675982, -5.611939969376952, 34.44744402101237, 0.8098223378321379, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2522213.59306876, -9658434.799903667, -130182137.13906302, 584153.8982997568, 29.0753413912428, 3.468462356478919, -0.003039881782565249, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2522213.59306876, -9739642.316995295, -130569668.25290509, 549843.9316904544, 30.05361645276476, 3.2993206722298347, 0.016322073252435752, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2522213.59306876, 95235942.45567696, -148070997.11835387, -6011184.288967409, 20.4753063811048, 16.373110621789102, -0.15449621205536937, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2522213.59306876, -675779057.1476297, 493135288.9019668, 12939012.707478456, -7.854588403106085, -9.94004210213489, 0.21748846123796106, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2522213.59306876, -542525874.4366572, -1386786447.2257254, 45338142.10242176, 8.541661341174528, -3.3380058397158083, -0.2834794764555462, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2522213.59306876, 1491161989.7603366, 2510111406.2098594, -9933988.01166695, -5.8656610501550865, 3.225801867065543, 0.08754342756715129, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2522213.59306876, 4403726115.198778, 578158835.3907719, -113158427.77740183, -0.7155538173241092, 5.42542041529879, -0.09531841835930704, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2522213.59306876, -3438193415.668644, 4639680048.71204, 499591880.3308902, -2.8437284243805068, -3.7635307768841413, 1.240000701917232, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2522213.59306876, 104329582.62532847, 71431173.59911749, 5969705.469559686, -15.720069508543528, 28.71924084089349, 3.0837157609816317, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 231668295.7357905

       Sun, 2522539.6115897074, -28037834.51383193, 21045315.999900803, 532411.0975869823, -0.006250381017806823, 0.009441084164975655, 0.0001442876483247567, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2522539.6115897074, 7542595.648980514, -32398386.89994456, -7094954.656245929, 30.84002052579528, 29.357732138874503, -0.4143680679431205, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2522539.6115897074, -134598526.04944482, 35114887.92883475, 6868523.382740769, -4.781657178125925, -34.85919087115931, -0.2176658444410973, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2522539.6115897074, -105174057.29257864, -109198099.31881788, 585145.0015053102, 25.129846511702596, -15.280079267980355, 0.0042580175464794435, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2522539.6115897074, -105389415.12470786, -109540785.42197746, 550168.9370307493, 25.94666032841712, -15.806834815517352, 0.013910195288719283, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2522539.6115897074, -178203915.22755697, 215809541.7165951, 8274527.54298013, -18.299296291332357, -12.711702103479848, 0.17800515243280154, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2522539.6115897074, -825658595.2168674, 175656884.999757, 17636068.577995278, -2.6444097378341, -12.209382153368715, 0.1111554837356397, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2522539.6115897074, -295179607.78602695, -1458460222.0700374, 36698523.75993529, 8.97431492325775, -1.7402093753177104, -0.3282957169421522, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2522539.6115897074, 1322819831.429629, 2595609828.3621707, -7447519.8792035375, -6.083130817249574, 2.8420902270834794, 0.08894148749501637, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2522539.6115897074, 4380956495.237136, 730622846.3024012, -115775666.33410636, -0.9009975433490995, 5.398847734027357, -0.09049367081862793, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2522539.6115897074, -3517343636.2965856, 4532399392.361303, 534378752.84159017, -2.77567653729958, -3.8535861446944706, 1.229811368335733, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2522539.6115897074, 38647170.02630496, -154984736.74700996, -18371851.42156179, 21.49238702943908, 12.125242359080518, 1.3018965051640037, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2522628.326868146, -28088968.898215912, 21116757.431218445, 533610.2614510708, -0.007004772727769332, 0.009149312842066194, 0.00016442006035965063, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2522628.326868146, 9491350.855350286, -30328447.41446252, -7112763.821948818, 29.63875308113814, 31.07982524245885, -0.1635783788332362, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2522628.326868146, 47519064.82804425, -57082806.34508668, -4926221.556466485, 24.95257074283478, 24.226394424402276, -1.0950242992488992, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2522628.326868146, 94755074.5001187, -67467006.9413134, 559335.7992063394, 16.92759247064813, 24.04776219596582, -0.010776255553067972, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2522628.326868146, 95060153.0682949, -67713844.13863069, 561902.7380093801, 17.525777825483534, 24.852388001187858, 0.0809918122051378, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2522628.326868146, -270095439.73492014, 78665579.06489271, 7628534.416134275, -4.7269306403995595, -21.484165605504682, -0.33633021474821995, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2522628.326868146, -840104466.0313112, 81178101.96856372, 18362200.086615983, -1.1222283077398167, -12.41259056701782, 0.07812346800912487, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2522628.326868146, -226111921.13564652, -1470098340.3811703, 34141660.46359261, 9.043787378786307, -1.2960758691625884, -0.338725498580347, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2522628.326868146, 1275980494.7828553, 2616984325.399574, -6764550.975156923, -6.138175603345903, 2.7349001729248292, 0.08925843021270619, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2522628.326868146, 4373857487.889861, 771973356.6810774, -116464199.63248941, -0.9513011519127151, 5.390509746128937, -0.08916160096633291, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2522628.326868146, -3538546489.090187, 4502768034.757558, 543794089.2256839, -2.756672745355346, -3.878004183141114, 1.2268868500952637, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2522628.326868146, 121128941.30307718, 25217897.767106436, 977565.965762975, -6.190085632480125, 30.615481350831473, 3.287179314902651, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 96365175.79254904

       Sun, 2522942.2041852996, -28308500.577771366, 21360211.424469173, 538837.9659243192, -0.009303880916389643, 0.008526867614261743, 0.0002206662258390745, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2522942.2041852996, -87372012.66805771, 7312968.000340636, 4784175.982045608, 1.1363063376922637, -45.309995286573866, -3.815931524071265, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2522942.2041852996, -40617233.51298808, 128257478.11790222, 2759188.133245927, -34.91482762282953, -4.176572435400453, 1.9513428964208646, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2522942.2041852996, -14721081.316075748, -130103725.58986925, 594624.8521806948, 29.18425699262587, 2.5645978628111687, -0.001281790575974863, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2522942.2041852996, -15020246.698336607, -129895841.98644634, 579690.5166700024, 28.533694100953916, 1.7113163926361639, -0.09125829245759297, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2522942.2041852996, 154642669.44297203, -74560244.16117275, -5925261.415042706, 12.147032235071698, 23.550733488249563, 0.198859308059234, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2522942.2041852996, -797690313.6779958, -250772190.51995695, 18838459.309460893, 4.196708400274742, -11.701029028132108, -0.0433787023025171, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2522942.2041852996, 20801084.681255624, -1483786385.721988, 24519753.302892607, 9.122270272890573, 0.2882337696636324, -0.3691713878051623, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2522942.2041852996, 1107025931.5052419, 2685919144.4068966, -4330979.658996498, -6.318170101619715, 2.346722258837, 0.09015665563604434, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2522942.2041852996, 4345652160.522577, 917720531.800153, -118817628.15618373, -1.1286314262198927, 5.357221433267089, -0.08438544180418277, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2522942.2041852996, -3612376029.589815, 4396432323.488236, 576920399.0586889, -2.687745344634532, -3.9640569027632124, 1.2160075540659523, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2522942.2041852996, -20570615.722572215, -174495813.79571718, -20495593.58073152, 23.31219287940162, 3.175051463267336, 0.34114500519616375, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 49494159.66775703

       Sun, 2523118.315297723, -28459494.53239063, 21483017.570163023, 542532.6104711153, -0.010369167363839363, 0.007600148903081927, 0.00025588983241080075, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2523118.315297723, -87495798.33585379, 6615512.5075342655, 4718074.381466961, 1.7637354442848137, -45.15782777597699, -3.86079511456144, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2523118.315297723, 74245540.90556961, 55963658.79131319, -4884983.573426059, -11.264057113971427, 33.06122672885569, 1.1157516005627437, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2523118.315297723, -23209247.28022487, 168568963.868159, 487353.79845590575, -30.27659618320657, 0.9560030583950148, 0.0005542143936123561, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2523118.315297723, -22998545.147683848, 168223401.65827975, 495071.2117133813, -29.441447066841707, 1.4469153662190353, 0.08803215365976357, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2523118.315297723, 26841001.644543815, 244120818.77057132, 3872186.618871992, -22.628136510191908, 7.91992697286179, 0.716533568870633, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2523118.315297723, -712763971.1114032, -419474025.060688, 17669230.29704084, 6.916425568246051, -10.366743177105832, -0.10965533984529176, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2523118.315297723, 159174766.2349936, -1472640538.3545783, 18803089.2454889, 9.051985601538622, 1.1756928880274955, -0.3816663235458097, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2523118.315297723, 1010189544.9267592, 2719930944.7232957, -2956357.4502661144, -6.408788525366927, 2.123162910226004, 0.09050570948280962, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2523118.315297723, 4327725161.976916, 999076633.6472714, -120080967.01845582, -1.2276335368922189, 5.335965808411137, -0.08166385770484892, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2523118.315297723, -3652970700.5222454, 4335749554.486021, 595374256.0516393, -2.6479038125178382, -4.012086731130461, 1.2095339434871264, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2523118.315297723, 18780272.046325177, 146007478.9096117, 13918241.170200866, -32.28592187478335, 12.143488416402171, 1.3021691619458005, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2523177.6555759427, -28513471.79085562, 21521553.94935404, 543860.5118359082, -0.010718553389597837, 0.007439176162062167, 0.00026337888808749274, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2523177.6555759427, 6586503.132645892, 53509551.279497586, -42865.575318070594, -42.41009831069237, 38.084459615418254, 6.992037732065111, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2523177.6555759427, -72237665.58969013, 119685057.89320445, 4450048.648340805, -32.117116401033584, -14.427104710684553, 1.6452544356334338, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2523177.6555759427, -154259450.96250355, 99225972.15086831, 521644.31897336507, -16.158825591047126, -25.456342797526876, 0.010314265572320366, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2523177.6555759427, -153857556.55283293, 99212987.9600612, 555594.3231680285, -16.153606151336895, -24.480387929291066, 0.03901838535780153, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2523177.6555759427, -91490450.87474386, 252930829.2406205, 6934594.347212087, -22.49362525266, -4.285485060629372, 0.45698324730000406, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2523177.6555759427, -675128292.847955, -471140908.9022441, 17052241.146888703, 7.757447610487442, -9.776881807985697, -0.13090801115818418, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2523177.6555759427, 205480261.7393379, -1465850195.443659, 16837290.917213682, 9.009866277403972, 1.4729031031367443, -0.3851094486348816, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2523177.6555759427, 977257443.7806894, 2730621194.413547, -2492092.8744918564, -6.437598012978611, 2.046957373146814, 0.09059786739693326, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2523177.6555759427, 4321345760.4661665, 1026414789.8403893, -120497290.96955945, -1.2609036853001325, 5.3283878223986045, -0.08074028611793503, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2523177.6555759427, -3666511634.59416, 4315138194.945948, 601569801.2327352, -2.6342883499147836, -4.0282259878128075, 1.2072919381767222, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2523177.6555759427, -142106639.7517438, 119527775.57518202, 11062981.404672705, -24.238276477183184, -19.519792653427217, -2.0986553869742797, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 25903160.59056571

       Sun, 2523594.3685420104, -28941289.485713832, 21732268.66691949, 554696.2791022444, -0.012598687821387415, 0.004184316281395612, 0.0003219706186576885, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2523594.3685420104, 4887021.636620816, -33314321.94279406, -7043811.7865757495, 31.778133559977267, 27.874277511448298, -0.6212354832538325, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2523594.3685420104, 22942999.541202106, 116391516.21570003, -1094665.7232931645, -30.8291776637104, 16.690274360029406, 2.0111557986473403, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2523594.3685420104, -170109225.43280908, -28500053.084977046, 581440.1664662025, 9.498605236471137, -28.175382787238966, 0.011450885956322496, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2523594.3685420104, -170074457.17746067, -28109549.474680666, 580683.5128497158, 8.503272667664096, -28.139248697181955, -0.07688315952290746, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2523594.3685420104, 106171830.85343316, -136889695.27183878, -6061896.802814868, 19.332804582686038, 17.800281177360517, -0.09652916157393622, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2523594.3685420104, -308658582.5039178, -726393744.6863604, 9983955.047805758, 12.077764088340581, -3.9606615898833457, -0.25199416745840925, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2523594.3685420104, 521242148.2629378, -1375856093.6013389, 2678883.268190034, 8.455644301754914, 3.507719524919851, -0.39807580970781503, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2523594.3685420104, 742155855.6287092, 2794537275.2407455, 776774.7217998184, -6.614706486145204, 1.5003267265966118, 0.09087795193315257, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2523594.3685420104, 4271759605.2841053, 1217225043.598555, -123286361.57663676, -1.4931468773934218, 5.269294344838306, -0.07416552649199408, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2523594.3685420104, -3759600372.514027, 4168074239.7981534, 644742542.8414564, -2.535932629079892, -4.140875046882987, 1.1906696564047448, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2523594.3685420104, -104617357.43848327, 142764181.10369614, 13548575.555043172, -29.809516262450693, -13.030987922228933, -1.4019861479858735, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 183817216.43244755

       Sun, 2523697.019005738, -29054564.230362624, 21765564.940951876, 557621.906195023, -0.012945273738164797, 0.003215362945071325, 0.00033887056663670876, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2523697.019005738, 24187054.404141787, 19910547.792575344, -4457908.206889918, -7.70094256342321, 50.84748118164883, 4.8667548514749726, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2523697.019005738, -102566595.17103171, -57664537.201852635, 3667994.7709795283, 25.444995381282208, -23.947747450773182, -1.8046246279106923, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2523697.019005738, 43123682.89685531, -111998939.06197982, 603410.6095398383, 25.721636727997375, 14.023750614550874, -0.0061164471824068905, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2523697.019005738, 43523761.55029634, -111958544.63876359, 638677.2515991507, 25.64429794857693, 14.99012608792697, -0.026806318001439518, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2523697.019005738, 174268190.93108994, 76137740.79261827, -3245816.419609069, -5.36277202129974, 25.490900435315446, 0.6655957463021117, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2523697.019005738, -199031354.0347675, -753704762.2071836, 7659710.926236915, 12.602579021964322, -2.182257522012288, -0.27128592936814444, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2523697.019005738, 595346651.6533707, -1342606013.2470207, -853093.0218393999, 8.25086542394964, 3.98859364422816, -0.39819581637356777, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2523697.019005738, 683325246.5854431, 2807234649.870912, 1582663.7196409767, -6.651394549081013, 1.3628308306586807, 0.09084705848536839, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2523697.019005738, 4258264842.8100185, 1263887340.6786277, -123936857.20981577, -1.5499486907854896, 5.2531653759059065, -0.0725229272606279, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2523697.019005738, -3781981025.2700105, 4131226573.324171, 655283440.3116924, -2.510960184872996, -4.168424975593031, 1.1863353583479928, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2523697.019005738, -196701679.36495778, -65560186.152657576, -8834392.31142578, 7.924653761465695, -23.25790128730216, -2.497440390809479, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2523999.6926191044, -29388868.916293442, 21811965.262974016, 566583.9011876367, -0.01267042167282614, 0.0003108474112174307, 0.0003444357356741335, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2523999.6926191044, -87694426.2331488, -233903.92729571293, 4087115.79825056, 7.125309076357839, -43.48447652883291, -4.213093011081498, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2523999.6926191044, 77802886.21892138, 4664916.758819285, -5849566.204344368, 5.363974956820939, 34.43034193208312, 0.17773964676803491, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
