ident,             JDTDB,                      X,                      Y,                      Z,              VX (km/s),              VY (km/s),              VZ (km/s),             mass (kg),          radius (km),  color1,   color2,    color3,
     Venus, 2552563.9289430357, 45088577.5221076, 96165213.06425934, -3212734.3428402706, -21.460353849335835, 27.624423876483586, 1.6304578613576628, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2552563.9289430357, 59968077.787068166, -83467534.53545268, 825190.0906565055, 21.83378011672966, 19.649176206630464, -0.013100930165056767, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2552563.9289430357, 59715827.49454651, -83207620.98282056, 806659.9105671245, 21.072002519558005, 18.878965906347517, 0.07007491458837203, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2552563.9289430357, 152199548.72873825, 119758875.03153294, -2014830.1712159396, -9.306094632585259, 24.07174315135505, 0.7309803934955581, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2552563.9289430357, -677441096.2293562, 515881634.6222292, 12836963.770217892, -8.072565198538454, -9.77927232268305, 0.22173855455007233, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2552563.9289430357, -1463103329.7243474, -107697378.6905024, 59986814.53011489, 0.42130179581730376, -9.622278213294337, 0.14848197567059293, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2552563.9289430357, 1615068617.2671967, 2440505544.8053007, -11792488.968986386, -5.664758299603476, 3.5338033690134782, 0.08597179731335489, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2552563.9289430357, -4497727674.615188, -743109320.5098935, 119528682.35315657, 0.8972042859514491, -5.320393647648484, 0.08908326868126713, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2552563.9289430357, 2780647439.438482, -4430874318.835171, -343281231.4050762, 4.748265330232538, 1.6884161696963338, -1.5752775075782155, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2552563.9289430357, 106491658.0187479, 43046494.71455145, 2384760.757025167, -7.89319729530203, 30.545974297236796, 3.268930689109179, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 134806064.27963507

       Sun, 2552632.2044065073, -40639566.15545915, 30252532.337759268, 773498.5668881129, -0.001877971928844145, 0.011264004374353365, -4.086063187570662e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2552632.2044065073, 12905083.602977179, 26218264.835241918, -4439284.720523576, -5.733759910756545, 50.73378788557166, 4.680903199061899, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2552632.2044065073, -131548200.83673769, 87362205.20853825, 6822844.104226428, -18.775217232706833, -29.80640653298256, 0.6527823150812956, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2552632.2044065073, 101537945.73559128, 75973993.8210031, 737812.4519463544, -9.608691660108342, 28.249667602789668, -0.013061463642361095, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2552632.2044065073, 101852516.13456531, 75723679.49414444, 754101.4637336094, -8.975474820582432, 28.986309742016527, -0.09201529765007622, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2552632.2044065073, 58884939.60321681, 231797675.3130877, 2598194.9234265117, -20.833558584364077, 12.817428329031978, 0.7736976306386514, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2552632.2044065073, -722140844.2778345, 456105678.37758327, 14089096.512767512, -7.073048468416843, -10.470784892830949, 0.2025051021219583, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2552632.2044065073, -1459497812.4541807, -164335056.15435234, 60815803.759877674, 0.8004913505844049, -9.577718859220857, 0.13256130743827452, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2552632.2044065073, 1581500100.6963556, 2461127953.1869707, -11284193.893084904, -5.716160311326012, 3.45791086585607, 0.08635822178918526, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2552632.2044065073, -4492323898.885426, -774474753.9648627, 120051217.46592134, 0.9348800516832759, -5.313716075699341, 0.08807675447514922, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2552632.2044065073, 2808613312.4865246, -4420844841.709179, -352568380.2203185, 4.733286755264751, 1.7119541353888266, -1.5734356009023724, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2552632.2044065073, -34631236.45335813, 164491535.5389351, 15208037.072782489, -34.07285191288377, 3.373382946578262, 0.30818025685306105, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2552942.1696865945, -40728592.57972055, 30568070.950367127, 773384.6415833154, -0.004865888550116309, 0.011948255772762368, 3.557522425078719e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2552942.1696865945, -89893394.83671686, -14407347.20311023, 1568809.2962617397, 22.937547593715802, -33.77114736212399, -4.861376100190294, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2552942.1696865945, -13287181.02383982, -74705561.7954165, -2314530.7329375376, 33.65618213095719, 8.728567983581659, -1.811841450916611, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2552942.1696865945, 81794843.04505421, -58478777.17498176, 810383.3186433655, 17.039127541073952, 23.99272739464569, -0.014266477320772915, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2552942.1696865945, 81894016.39495993, -58094713.57628064, 774941.1806830596, 16.077982430094444, 24.198563606078807, 0.014496350151643878, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2552942.1696865945, -254993482.90164074, -78337984.83270971, 3674636.9468936576, 11.852857688254009, -19.504719989160606, -0.6973547825948566, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2552942.1696865945, -845209117.414761, 146060494.08856267, 18165281.201481234, -2.0084874300795468, -12.324000630549625, 0.09792719110099266, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2552942.1696865945, -1415501216.1062765, -416349906.9703136, 63387133.36536986, 2.4685919879689915, -9.194339760628395, 0.05929227166540735, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2552942.1696865945, 1425409962.4076943, 2549026190.3216934, -8949826.00855105, -5.937202503344849, 3.103736542393565, 0.08791838639794118, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2552942.1696865945, -4465002708.966397, -916343083.7883164, 122348288.9175442, 1.1052686088487373, -5.280079681747613, 0.08345388922760703, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2552942.1696865945, 2934454451.3306484, -4373584223.947074, -394589562.91412795, 4.664223319196951, 1.8169458711140414, -1.5645599946739115, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2552942.1696865945, 85019631.3790969, -89360528.12512845, -11916719.92616407, 14.503784243556405, 22.706880283351992, 2.461889085148845, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 33556831.41788613

       Sun, 2553064.4729282465, -40784044.329754174, 30694171.835056193, 773842.1069431026, -0.005700907630127369, 0.012058287002084849, 5.557495565299341e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2553064.4729282465, 8061172.301025264, -3911984.0678819967, -6516740.760049464, 18.58435764038664, 41.97036615290105, 1.7449831190552834, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2553064.4729282465, -94628492.20629817, 123652215.66998988, 5204848.807848389, -30.42631368357945, -17.723743304229632, 1.4961631021141588, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2553064.4729282465, -28518414.496817462, 177402303.71048546, 695288.989959379, -30.188257079659206, 2.387032828316558, 0.0016606775574947864, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2553064.4729282465, -28627725.288721092, 177061066.02965623, 725289.6959792413, -29.149669958828884, 2.041175809212962, -0.03139716026547418, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2553064.4729282465, -40668987.712205864, -187181247.5409194, -3807838.1330285813, 25.11295280298316, 2.120464419122217, -0.5640674463232651, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2553064.4729282465, -855296320.9253235, 14841288.925572898, 18956828.81242026, 0.10090472287031974, -12.454541473774002, 0.05160608503484925, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2553064.4729282465, -1386083474.634353, -512334921.4928877, 63860302.30937964, 3.0958335084713284, -8.965633482356711, 0.03027993322094265, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2553064.4729282465, 1362238019.4415212, 2581064848.5848355, -8017965.798758791, -6.01869576764521, 2.959801175960648, 0.08844480645718526, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2553064.4729282465, -4452969620.775084, -972060418.163134, 123220395.84498683, 1.1721771802324406, -5.265316575044528, 0.08160648309751638, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2553064.4729282465, 2983595100.4636593, -4354169683.390253, -411102681.0856685, 4.6365130812818505, 1.857531660492675, -1.5608322037704156, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2553064.4729282465, -32230206.579359718, 164678560.22519693, 15182330.667976301, -34.046678053062216, 3.924175370549303, 0.3645889538663343, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 19635310.03813859

       Sun, 2553132.019225046, -40819587.11712531, 30764855.35736529, 774240.1681061555, -0.006512804890379122, 0.012091067029492268, 8.09041541270339e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2553132.019225046, -50806114.74185839, -38101523.05334686, -3961147.167082901, 38.4336606398493, -4.548959597425339, -3.878624550862347, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2553132.019225046, -111451307.45600998, -51278502.09822484, 3662041.5456917337, 26.29222881618051, -22.997033794929703, -1.8430485151768583, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2553132.019225046, -173659362.5531999, 95978003.68186323, 751163.966192859, -13.611555859599198, -26.8474958447124, 0.015125220129598932, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2553132.019225046, -173459537.7774343, 96327970.9335335, 714387.1101229322, -14.449638108227239, -26.369171013063177, 0.03090127302516216, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2553132.019225046, 94624454.21605186, -127563828.33878157, -5833993.00549549, 19.298341051817648, 17.85358452763701, -0.0925717761499906, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2553132.019225046, -851311702.4180216, -57676983.98982047, 19181811.564532038, 1.2630081657035277, -12.38025154782138, 0.02545727255850641, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2553132.019225046, -1367028241.631765, -564244148.8176584, 63990384.57852473, 3.4332236125438143, -8.821657273553166, 0.014311346499623673, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2553132.019225046, 1326985227.223301, 2598103728.3427486, -7501009.97719071, -6.062274660367416, 2.8793304530020327, 0.08871353180811965, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2553132.019225046, -4446021164.769153, -1002764083.3215867, 123693659.40338618, 1.2090454737215173, -5.2568030175017695, 0.08058069653995238, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2553132.019225046, 3010608850.403882, -4343264234.00093, -420205551.7824272, 4.621102096091155, 1.8797431676488736, -1.558720035551212, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2553132.019225046, -191641861.75064728, 87530037.63691522, 6615550.027012067, -15.545929899734901, -24.598361683279123, -2.671957118507828, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 20715438.571489774

       Sun, 2553210.9081145227, -40866757.67014709, 30846229.696188394, 774843.4157567163, -0.007275765674542808, 0.011778386756868814, 9.484467056863033e-05, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2553210.9081145227, -78572040.21775816, -26480613.46579644, -487258.84853066487, 30.84819303820742, -24.492364652511956, -4.822082167847009, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2553210.9081145227, 67142175.90770033, 20269088.240066648, -5591620.586970574, 3.25924140084092, 34.71510349252201, 0.3097187615837726, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2553210.9081145227, -134625770.47093034, -87675526.90322013, 845271.2057847823, 22.874908116148987, -18.597364652494484, 0.008437342330311834, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2553210.9081145227, -134260111.84409493, -87511103.44644663, 812353.4018135042, 22.49827509515627, -17.693465965804805, -0.024675100247394145, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2553210.9081145227, 167149530.55533102, 32263823.118136037, -4234024.826847952, 0.7309184780749151, 26.327716929451228, 0.5352710524595355, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2553210.9081145227, -838119898.92781, -141400110.97596195, 19250618.563358806, 2.603661652160562, -12.163191234259498, -0.005274777145581895, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2553210.9081145227, -1342308737.0698814, -623756395.9921645, 64024592.851358265, 3.818469379132363, -8.638173089656487, -0.00425301694302375, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2553210.9081145227, 1285494929.7370694, 2617406489.104782, -6895324.680815596, -6.111865181580459, 2.7844858973456077, 0.08900737938545832, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2553210.9081145227, -4437633763.341918, -1038559656.1887078, 124238800.29834239, 1.2520257769271848, -5.246536228138598, 0.0793777961085944, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2553210.9081145227, 3042044669.065104, -4330363995.252767, -430821246.54882514, 4.603008974722545, 1.9055015437668776, -1.5562057776392113, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2553210.9081145227, -197432871.31373486, -82439945.66507186, -11672867.127931137, 11.526985888850561, -20.983433584013433, -2.2367036368469893, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2553530.699783572, -41102676.44658807, 31157028.23194323, 778493.2845673884, -0.009815566614861404, 0.01072225251307131, 0.00016846005031849814, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2553530.699783572, -53482451.44253265, 76173199.70321442, 5597827.843531778, -56.76757554715391, -11.118090183520131, 4.262557356970318, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2553530.699783572, -131616576.86857091, 88898025.26367307, 6814579.162364469, -18.985942470999458, -29.676561517285442, 0.6663793901600258, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2553530.699783572, -189200346.05081633, 12307951.011767589, 800280.134672896, 3.2521092153285407, -29.65537244231701, 0.0165673825157661, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2553530.699783572, -189187157.65883908, 11938369.213348106, 815387.4682695322, 4.306068830026506, -29.615585453530674, -0.06706783361112775, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2553530.699783572, -278963186.52166504, 104804541.1224101, 8087696.690578422, -6.29710484441954, -21.05228605348929, -0.2901963883091494, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2553530.699783572, -695096856.3333476, -451251800.4367133, 17412027.302671164, 7.59566962644889, -9.909687906749484, -0.12593769208470676, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2553530.699783572, -1216309021.0164812, -850537137.0124229, 62882556.11127406, 5.271395670081729, -7.7369676392258935, -0.07788702626372601, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2553530.699783572, 1113995754.8004138, 2688937179.5078564, -4421855.524435494, -6.298109875309284, 2.3909012874566598, 0.0899745432630572, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2553530.699783572, -4400642539.487275, -1182910449.7691016, 126364112.51212525, 1.4253241035650828, -5.201361732429302, 0.07444962786482634, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2553530.699783572, 3168202322.1596413, -4276292803.5964613, -473673211.6854171, 4.528664574146403, 2.007905606799224, -1.5455030701023158, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2553530.699783572, -125181182.50646982, 148562953.2955901, 13250257.933269296, -28.780487708031163, -14.451467167252599, -1.6044272519610092, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 151059196.01885307

       Sun, 2553789.611822538, -41343939.463860594, 31374721.287551653, 782941.4075751273, -0.01150433511397568, 0.008892486280641597, 0.0002267691667485697, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2553789.611822538, -29020298.41195226, 75638496.56293581, 3288337.488403006, -56.69867496849622, 14.906517418492834, 6.3899259312140595, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2553789.611822538, -140710979.0222388, -10563539.034573803, 5899132.762156553, 13.367738986713693, -32.413468813130486, -1.2345550065595543, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2553789.611822538, -15289267.203121267, 176340510.87356853, 704318.5235670949, -29.803356845554106, 5.1677402236133565, -0.0011493585041837551, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2553789.611822538, -15272855.914023966, 176738968.95407566, 694123.084656157, -30.787241065896463, 5.24500805066341, 0.08511879628765326, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2553789.611822538, 39744012.8113388, -164177524.3816247, -5290506.9913698835, 23.260225572770445, 11.382103579908083, -0.32442818366973264, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2553789.611822538, -488392758.04050004, -638591931.4569843, 13628907.187459426, 10.705205716873182, -6.649506216488495, -0.20912837464438738, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2553789.611822538, -1086591299.204822, -1013861063.4244943, 60500464.96740371, 6.3028447400280685, -6.842669177657627, -0.134537563068554, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2553789.611822538, 971590655.867152, 2738760991.890172, -2402914.578854861, -6.430939392300597, 2.0622081997952018, 0.09048925347057803, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2553789.611822538, -4367199851.083916, -1298816250.8162417, 127984362.67280953, 1.564441322461182, -5.160634154797729, 0.07040133947306652, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2553789.611822538, 3268824634.2804394, -4230470981.5139685, -508143650.265447, 4.467362445303088, 2.088462147096611, -1.5362581392474948, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2553789.611822538, 56883786.23106326, -121411531.97980517, -15464893.85366426, 18.819668649570747, 17.484076300967114, 1.911419435254153, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2553940.861823665, -41499956.447038114, 31482636.590900064, 786065.1814985955, -0.012268786268956238, 0.00763768521212673, 0.0002456071084490731, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2553940.861823665, 1356405.0652960585, -13613646.495600538, -6818424.270129568, 25.648683706792276, 35.83832233471019, 0.5983207941575972, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2553940.861823665, -30062023.122571662, 138596333.2027723, 1663957.0697133746, -34.94909197391668, 3.557987002213632, 2.061427150328502, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2553940.861823665, -136262307.88023752, -86208933.94743593, 855938.5505762188, 22.693040260110916, -18.790765389669318, 0.009516343038826607, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2553940.861823665, -136244769.20954508, -86582928.15125838, 857446.2555421094, 23.73695078122658, -18.716638064494635, -0.08510677971640836, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2553940.861823665, 148757360.56787682, 127422747.42750649, -1805961.599047997, -10.022354925456654, 23.726784511733587, 0.7411419762911212, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2553940.861823665, -339796610.7990924, -710279961.176958, 10636865.628773082, 11.958139184948223, -4.273183616729997, -0.24725595393425043, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2553940.861823665, -1000668617.2825654, -1099527458.4450636, 58535513.12828108, 6.838678224017762, -6.261563533672511, -0.165959330295056, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2553940.861823665, 887088122.212245, 2764433135.858151, -1219084.680388285, -6.500836062828915, 1.8663639519026605, 0.090676659810052, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2553940.861823665, -4346227735.784228, -1366090159.5712006, 128888782.29503697, 1.6451743952405615, -5.135134912403748, 0.06801355244631167, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2553940.861823665, 3326967637.9656672, -4202876997.7125525, -528182854.6568516, 4.431120276521797, 2.13455382997258, -1.5306266375981084, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2553940.861823665, -62631992.752333775, 166132368.410247, 15219969.69061466, -33.76718263743793, -2.29034115905735, -0.3061263606896823, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 263256302.85113832

       Sun, 2554330.5609006425, -41930300.14581852, 31679146.895763587, 795364.7209070489, -0.013059425163308236, 0.003927722317829817, 0.00029392315060318045, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2554330.5609006425, -87714097.95863976, 56496685.787127614, 7004055.96596235, -33.253153159794195, -40.79326785183258, -0.3140982076464865, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2554330.5609006425, 64425113.17125891, 9866441.613930322, -5636936.5350062065, 6.862686736786599, 34.16139591091739, 0.09457248399034872, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2554330.5609006425, -82011908.3285398, -114708909.43861763, 876669.752720053, 28.237325612655557, -7.992074584600404, 0.0017445484562038716, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2554330.5609006425, -81650419.04277004, -114652317.0216138, 845504.7701753067, 28.059040986495127, -6.940277905586647, 0.041191139513311735, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2554330.5609006425, -239658399.95260596, -100909168.70527208, 2797904.7707400597, 14.36255902953241, -18.03605604758505, -0.7269776216535832, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2554330.5609006425, 86439138.75831853, -738055379.2675467, 1284171.8769495822, 12.722226412170903, 2.75095697990156, -0.29467523173462684, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2554330.5609006425, -750283277.1649516, -1282987884.8874903, 51672720.095556095, 7.973536169845262, -4.600356911868105, -0.23986867697162992, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2554330.5609006425, 665518117.4340664, 2818626174.963871, 1837122.787002281, -6.653829914077852, 1.3500454759348555, 0.09076738209007022, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2554330.5609006425, -4287357758.4749703, -1537810400.3501565, 131074280.33319181, 1.851209396732285, -5.063684059450577, 0.06178827570925878, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2554330.5609006425, 3474573798.9381967, -4129048998.3284693, -579465109.0772488, 4.336381296993848, 2.2500506638045152, -1.5153658156576402, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2554330.5609006425, 55456948.14476271, 125983109.62896426, 11102841.598571373, -25.425643535218818, 22.56476081855785, 2.379923127144435, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness:      Bennu and      Earth; 277371427.3577589

       Sun, 2554368.3155305535, -41972742.00607294, 31691286.08170069, 796320.8988142542, -0.012953772433960072, 0.003526298456509764, 0.00029200759637634826, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
   Mercury, 2554368.3155305535, -35218254.758819655, -36602138.79998449, -5418582.975924699, 38.69988899486688, 7.251705230265154, -2.9347991920728744, 3.302e+23, 2440.0, 219.0, 206.0, 202.0, 1
     Venus, 2554368.3155305535, 29412095.74496301, 112824130.54961246, -2147382.9663700825, -26.40498623193635, 22.99939549489347, 1.8486428329102604, 4.8685e+24, 6051.8, 139.0, 125.0, 130.0, 2
     Earth, 2554368.3155305535, 11850547.598717952, -110535701.41141672, 866960.2221154209, 27.37241803549443, 10.439944889597019, -0.007774928531870623, 5.97219e+24, 6371.01, 0.0, 119.0, 190.0, 3
      Moon, 2554368.3155305535, 11502323.204639046, -110348372.90599798, 901745.3619345806, 26.86597483532751, 9.588301006971705, 0.017351714738406715, 7.349e+22, 1738.0, 214.0, 213.0, 192.0, 10
      Mars, 2554368.3155305535, -183112260.90205953, -151609269.61294833, 362634.86275412486, 20.070986502180762, -12.69082439637024, -0.7528873506837241, 6.4185e+23, 3389.9, 114.0, 81.0, 48.0, 4
   Jupiter, 2554368.3155305535, 127726982.14042981, -727939596.1366009, 322701.3538809621, 12.585775643354339, 3.4503877875971423, -0.2946757093290649, 8.9813e+26, 69911.0, 165.0, 145.0, 134.0, 5
    Saturn, 2554368.3155305535, -724125297.6590247, -1297714844.9262128, 50879542.83234201, 8.063844471714562, -4.428830223571776, -0.2464236979840407, 5.68319e+26, 58232.0, 227.0, 224.0, 192.0, 6
    Uranus, 2554368.3155305535, 643792503.3906333, 2822947108.0371065, 2133172.2308820905, -6.666528192883138, 1.2992013784801146, 0.09074579049340842, 8.68103e+25, 25362.0, 225.0, 238.0, 238.0, 7
   Neptune, 2554368.3155305535, -4281286799.5961337, -1554316151.4643688, 131274841.24516888, 1.8710107322511655, -5.056324462928461, 0.06117982272441629, 1.0241e+26, 24624.0, 115.0, 172.0, 172.0, 8
     Pluto, 2554368.3155305535, 3488703943.954467, -4121691469.935069, -584405731.9629371, 4.327104365092836, 2.2609923025363745, -1.5138316333564459, 1.307e+22, 1195.0, 246.0, 221.0, 189.0, 0
     Bennu, 2554368.3155305535, -46527952.307780586, 166630937.63081136, 15290367.202563167, -34.0939233451497, 1.1498059144753274, 0.06309727213748069, 78000000000.0, 0.2, 128.0, 128.0, 128.0, 0
Collisions: 
Closeness: 

       Sun, 2554735.780811069, -42366796.19734613, 31752425.761833414, 805748.5687498117, -0.01178176257720536, 0.0002735344165986577, 0.0002954338694053182, 1.988544e+30, 696300.0, 253.0, 184.0, 19.0, 9
